n_words,unique_paragraph_id,paragraph
109,375,"Claim: The flight was headed to London's Heathrow airport from Abu Dhabi, but was diverted the nearby Stansted airport. Context: London (CNN) -- Britain's Royal Air Force scrambled jets Monday to escort a passenger plane in for landing after a man made threats on an Etihad Airways flight, authorities said. The British national, 37, was arrested on arrival, police in the county of Essex said. The flight was bound for London's Heathrow Airport from Abu Dhabi, but was diverted to nearby Stansted Airport. The plane landed safely and the airports are operating normally, officials said. There were no injuries. CNN's Carol Jordan and Antonia Mortensen contributed to this report."
107,376,"Claim: It first cut the charge in October. Context: It means BA passengers will pay £30-35 ($46-54) less on flights longer than nine hours, and £15-20 ($23-31) less on shorter flights, the airline said. European services will cost £4-5 ($6-7) less, BA said. Virgin Atlantic passengers will see similar reductions in the ticket price, the airline said. The fuel surcharge helped airlines pass the high cost of oil on to their passengers. As prices have dropped from a record high in the summer, airlines have been under pressure to cut the fee. This the second fuel surcharge reduction for BA. It first cut the charge in October."
118,377,"Claim: new jersey gov. chris christie calls for cuts to social security. Context: Although the campaign has barely begun, most of the candidates -- and some probable candidates -- are already starting to make mistakes. Most of the mistakes will simply be blips along the way, but some of them might end up being more damaging if they feed into negative perceptions that voters have about the candidates. Here are a few notable mistakes in the past few weeks: Trying to separate himself from the pack, New Jersey Gov. Chris Christie called for substantial cuts to Social Security. He also promised to reverse the marijuana legalization laws that many states have been enacting in response to ballot initiatives."
119,378,"Claim: They go through a series of acrobatic and rely on each other for support. '' Context: They filmed this video at a yoga centre in Palo Alto, California, where both work at Avalon Art and Yoga Centre. The pair can be seen moving into the difficult full lotus - but they make the move even harder by balancing on top of each other. They work through a sequence of acrobatic moves, relying on each other for support. 'Couples yoga' has become increasingly popular in recent years.The practice has been touted as a great way to bond with your significant other. Friends Brian Aganad and Arthur Cadre make the full lotus pose even harder - by practising it together"
105,379,"Claim: Living the dream: Sterling's fantasy has come true as he prepares to lead the load of the England World Cup. Context: The old Wembley was demolished in 2003 and four years later the new stadium rose in its place, complete with its iconic arch, whose image is inked on the arm of England’s newest wing hero Raheem Sterling. VIDEO Scroll down to watch Sterling talk ahead of England's crucial match with Uruguay Source of inpsiration: Raheem Sterling has the famous Wembley arch tattooed on his arm Living the dream: Sterling's fantasy has become a reality as he prepares to lead England's World Cup charge."
125,380,"Claim: Four crime scene investigators and three regional agents from that agency have been sent there to assist local authorities, Greenwood County added. Context: (CNN) -- Six people, including two children and the suspected shooter, were found dead in Greenwood County, South Carolina, an official said Tuesday night. All died from gunshot wounds, said Greenwood County Sheriff Tony Davis. Authorities believe it's a ""domestic-related incident."" The crime scene was along Callison Highway, according to South Carolina Law Enforcement Division spokesman Tom Berry. Four crime scene investigators and three regional agents from that agency have been sent there to assist local authorities, Berry added. About 80 miles west of the state capital of Columbia, Greenwood County has roughly 70,000 people, according to the U.S. Census Bureau."
127,381,"Claim: maclachlan is the only cast member for the reboot. Context: He originally signed on to direct the project but noted that there was ""not enough money offered to do the script the way I felt needed to be done."" Showtime already had a deal in place with Lynch and co-creator Mark Frost to bring back the cult hit with star Kyle MacLachlan for a run in 2016, with sources telling THR that the scripts had already been written. Showtime chief on 'Twin Peaks' plans, 'Homeland' backlash and free speech For its part, Showtime noted that it ""continues to hold out hope"" that Twin Peaks can be brought back with both its creators at the helm. MacLachlan is the only cast member currently confirmed for the reboot."
111,382,"Claim: an estimated 50,000 americans are newly infected with hiv every year. Context: As a result of the recent spikes in HIV and hepatitis C infections among injecting drug users in rural Indiana and Kentucky, the controversial topic of syringe exchange programs has come to the fore again. And this time, scientific evidence and sound public health practices prevailed as both states authorized the implementation of syringe exchange programs to help curb the spread of these two blood-borne diseases that can be spread by contaminated syringes. This is a welcome step -- an estimated 50,000 Americans are newly infected with HIV every year, and some 8% are among injection drug users"
100,383,"Claim: won two Premier League titles during his time at Manchester . Context: Undergoing: Joleon Lescott is having a medical at West Bromwich Albion ahead of a potential switch Victor: Lescott won two Premier League titles during his time at Manchester City New West Brom head coach Alan Irvine knows Lescott from their time together at Everton but admitted wage demands by the centre-back, available of a free after leaving Manchester City, could prove prohibitive. Yet it is understood Lescott would be willing to reduce his salary from the Â£90,000-per-week he received at the Etihad to around Â£40-45,000 per week."
96,384,Claim: A spokesman for the state police says Context: By Associated Press Reporter Police in Massachusetts say a man from France has been arrested after causing a disturbance on a Miami-to-Paris flight. A spokesman for the state police says American Airlines Flight 62 was diverted to Boston's Logan International Airport on Wednesday night after a passenger became unruly. The passenger was subdued by a federal air marshal while the plane was in the air and arrested by state police once the plane landed at about 10 p.m. A spokesman for the state police says American Airlines
105,385,"Claim: kim will meet with russian president vladimir putin as part of the visit. Context: (CNN)This time, it's official: Russia expects North Korean leader Kim Jong Un to visit Moscow next month for World War II anniversary celebrations. North Korean representatives have confirmed that Kim will be in the Russian capital for May 9 Victory Day celebrations, Russian presidential aide Yuri Ushakov said Wednesday, according to Russian state-run news agency Tass. This would mark Kim's first official foreign trip since inheriting the leadership of North Korea in late 2011. Kim will meet with Russian President Vladimir Putin as part of the May visit, Tass reported"
101,386,"Claim: the blast is the first of the attack in nigerian city. Context: Boko Haram has in recent months been under sustained pressure from sweeping offensives from a four-nation regional alliance of Nigeria, Chad, Niger and Cameroon. The regional offensives have considerably weakened Boko Haram's capabilities, which has prompted the Islamists to resort to attacks on soft targets such as bus stations, markets and schools. The explosion was the first attack since Nigeria held its presidential election at the weekend, which was won by opposition candidate Muhammadu Buhari, who vowed to crush Boko Haram when he assumes office in late May."
120,387,"Claim: the Hinds County Sheriff's 's Department police said the 40-year-old detective Eric Smith to the 23-year-old suspect Jeremy Powell. Context: (CNN) -- A veteran detective and the murder suspect he was interviewing were killed Thursday in a shooting inside the Jackson, Mississippi, police headquarters. Detective Eric Smith, 40, was talking with suspect Jeremy Powell, 23, when the shots were fired, Jackson police said. Other law enforcement officers overheard the gunshots and rushed into the room, said a shaken Chris Mims, a spokesman for Mayor Harvey Johnson. They found both people dead. The incident occurred around 6 p.m. (7 p.m. ET). One hour later, the situation was contained, according to Othor Cain, a spokesman for the Hinds County Sheriff's Department,"
118,388,"Claim: They boasted that they killed 10 officers and wounded eight in the area near the border with Pakistan. Context: The early morning explosion near the entrance of a police command in Nangarhar province wounded eight more people, said provincial spokesman Ahmadzia Abdulazai. The Taliban, who took responsibility for the attack, claimed a higher death toll. They boasted that they had killed 10 officers and wounded dozens in the area near the border with Pakistan. The Taliban and their Pakistani Taliban counterpart, Tehrik-e-Taliban, often carry out terrorist attacks in the border region between Afghanistan and Pakistan. This week, a top-level Pakistani Taliban leader was captured by U.S. forces in a military operation, a State Department spokesman said Friday."
104,389,"Claim: The percentage of Americans who the government is broken has risen by eight points since eight. Context: Eighty-six percent of people questioned say that the system of government is broken, with 14 percent saying no. iReport: What one government program would you eliminate? Of the 86 percent, 81 percent say that the government can be fixed, but 5 percent say it's beyond repair. The percentage of Americans who believe the government is broken has increased by eight points since 2006. Full results (pdf) ""That increase is highest among higher-income Americans and people who live in rural areas,"" said Keating Holland, CNN polling director."
85,390,"Claim: he says iran's foreign minister's successor to iran's successor, hassan rouhami says. Context: ""The man who was perceived to be denying it is now gone. Happy New Year."" The reference was likely to former Iranian President Mahmoud Ahmadinejad, who had left office the previous month. Zarif was nominated to be foreign minister by Ahmadinejad's successor, Hassan Rouhami. His foreign ministry notes, perhaps defensively, that ""due to the political and security conditions of the time, he decided to continue his education in the United States."""
110,391,"Claim: The cause of the collapse would be investigated once the rescue phase was over, he added. Context: New Delhi (CNN) -- The death toll from Monday's building collapse in southern India has risen to 13, local officials said Tuesday. The three-storey hotel was located in Secunderabad, a city in Andhra Pradesh state, senior police official Anjani Kumar told CNN. Rescue operations are ongoing at the scene, he said. The cause of the collapse would be investigated once the rescue phase was over, he added. According to Municipal Commissioner M.T. Krishna Babu, another 21 people were injured. He said at least 19 people had been pulled from under the rubble."
123,392,"Claim: clinton will seek the democratic party's nomination for president. Context: New York (CNN)Wall Street is more than ready for Hillary Clinton. The former secretary of state confirmed on Sunday what the political world has expected for months -- eight years after her first failed White House bid, Clinton will once again seek the Democratic Party's nomination for president. ""I'm hitting the road to earn your vote, because it's your time,"" Clinton said in a video released Sunday afternoon officially kicking off her campaign. ""And I hope you'll join me on this journey."" As Clinton sets off onto the campaign trail to reintroduce herself to voters and court donors across the country, Wall Street elites are ready to roll out the red carpet"
119,393,"Claim: Davidson (right) is not arguing with his club about his . Context: By Simon Jones West Brom are waiting for Australia left-back Jason Davidson and his former Dutch club Heracles Almelo to sort out a contract wrangle before they continue their pursuit of the 23-year-old. It had been thought that Davidson was available on a free after his contract with the Eredivise club expired. Dispute: Davidson (right) is in an argument with his club about his contract Socceroo: The defender looks likely to join West Brom but the club are waiting for him to settle his issue But Heracles believe that the Australian international is still their player, which would require West Brom to pay a transfer fee."
112,394,"Claim: (Second, maybe you're not complaining about losing an Paul Walker award?)) Context: (EW.com ) -- Man, this was really a no-win situation. Ice Cube apologized on Twitter to Paul Walker fans/the world after he expressed his disappointment over losing the Best Screen Duo award at the MTV Movie Awards to Vin Diesel and the late Paul Walker for ""Fast & Furious 6."" Pro tip: Don't complain about losing an MTV award to a man who died recently. (Second of all: Maybe don't complain about losing an MTV award at all?) Sunday he told USA Today, ""We was robbed. Shame on you MTV."" Now he's having second thoughts about how that sounded."
120,395,"Claim: ly, then 13, was separated from her mother and two sisters who would succumb to starvation. Context: (CNN)On the stage of a TV studio in Phnom Penh, Cambodian-American Ly Sivhong is telling an engrossed audience a tragic, but familiar, story. On April 17, 1975 -- 40 years ago today -- life as Ly knew it was shattered when her hometown, the Cambodian capital of Phnom Penh, fell to the genocidal Khmer Rouge regime of the Communist Party of Kampuchea. Ly, then 13, was separated from her mother and two of her sisters who, along with virtually the entire population of Phnom Penh -- about two million people -- were sent on a forced march into the countryside to work."
100,396,"Claim: No charges charges were filed, Brooklyn told reporters Wednesday afternoon Context: It turned out the second driver, in a van, had driven over the man, whose body became lodged under its chassis, according to police. Kelly said the van driver stopped at one point during the drive on New York City's highways and roads because he noticed the vehicle was not driving properly. But he failed to find anything unusual, Kelly said. Police are retracing the route the van drove in an attempt to find body parts, he said. No charges have been filed, Kelly told reporters Wednesday afternoon."
118,397,"Claim: the movie also starring liv tyler, anthony lapaglia and renée zellweger. Context: Yes, we know the significance of April 8, 2015, and the alignment of 4:23.42 p.m. on that date to everyone obsessed with the hit ABC show, and we heard about the general geek-outs that were occurring. But don't forget, April 8 was also ""Rex Manning Day."" Twitter didn't, paying homage to the 1995 film ""Empire Records"" and the character of Rex Manning, played by the very dreamy Maxwell Caulfield. The movie -- also starring Liv Tyler, Anthony LaPaglia and Renée Zellweger -- centers on an independent record store in Delaware where, on April 8, former pop idol Manning is scheduled to make an in-store appearance."
98,398,"Claim: ""the vampire diaries"" star nina dobrev is in the cw series. Context: Michelle Obama broke it down (again) The first lady's Let's Move campaign has featured her dancing on more than one occasion, but she brought the (White) House down on Monday with the ""So You Think You Can Dance"" all-stars during the Easter egg roll. 6. ""The Vampire Diaries"" crisis Not since Zayn Malik announced that he was quitting One Direction has Twitter had such a meltdown: ""Vampire Diaries"" star Nina Dobrev is leaving the CW series. ""Nothing will be the same again,"" one fan tweeted."
76,399,"Claim: the real trial is underway for boston marathon bomber dzhokhar tsarnaev. Context: (CNN)So now the real trial is underway: What does the surviving Boston Marathon bomber, Dzhokhar Tsarnaev, deserve and why? What's he likely to get and why? Let's start where the penalty phase starts, with the prosecution's case. Prosecutors have listed, as they must, the aggravating circumstances that make this horrific mass murderer deserve the harshest punishment. The killing was ""heinous, cruel and depraved."""
93,400,"Claim: In June, Rudd returned as Prime Minister of Australia, , three years after being replaced the by his then deputy Julia Gillard. Context: (CNN) -- Australian Prime Minister Kevin Rudd announced Sunday that national elections will take place September 7. It'll mark yet another turn in Australian politics. In June, Rudd returned as prime minister of Australia -- three years after he was replaced in the office by his then-deputy Julia Gillard. Rudd challenged Gillard for leadership of the Labor Party and won a 57-45 vote among fellow Labor members of parliament."
80,401,"Claim: an elite police commando unit waited hours for transport from nairobi, kenya, to garissa. Context: Nairobi (CNN)An elite police commando unit waited hours for transport from Nairobi, Kenya, to Garissa, where Al-Shabaab terrorists had taken over a university on April 2, according to one of the commandos who participated in the response operation. The commando asked not to be identified for fear of reprisals and because he was not authorized to speak. Al-Shabaab slaughtered 147 people at the school."
109,402,"Claim: Law enforcement officials told the Boston Globe that Brady drove sedan and was treated at the scene. Context: (CNN) -- New England Patriots quarterback Tom Brady was involved in a two-vehicle accident Thursday morning near his home in Boston, Massachusetts, but is now ""fine,"" according to a source familiar with the incident. Brady was not injured and was already at football practice after the wreck, the source said. The driver of the other vehicle was hospitalized, but the condition of that person was not immediately clear, the source said. Law enforcement sources told the Boston Globe that Brady was driving a sedan and was treated at the scene."
116,403,"Claim: His public relations staff said on Tuesday that the game show host and comedian Hoymandel’s irregular heartbeat panic has ended. Context: (CNN) -- Game show host and comedian Howie Mandel's irregular heartbeat scare is over, his publicist said Tuesday. Howie Mandel had an irregular heartbeat, but he did not have a heart attack, his publicist said. ""Howie has been released from the hospital and will be back at work tomorrow,"" said Lewis Kay. ""He appreciates everyone's concern."" Mandel, 53, checked into a Toronto hospital Monday so doctors could monitor his condition, Kay said. He was in Toronto, filming segments for a new show ""Howie Do It."" The hour-long hour-long prank show debuted on NBC Friday."
89,404,"Claim: drugs do not go through the same level of scrutiny as over-the-counter and prescription drugs. Context: (CNN)By some estimates, about a third of Americans use some form of alternative medicine, including homeopathic remedies because they find Western medicine inadequate. Creams such as Arnicare for pain relief or liquids such as Sidda Flower Essences for male virility are part of a $__NBWS__2.90 billion business that has seen ""explosive growth,"" according to the FDA. These drugs do not go through the same level of scrutiny as over-the-counter and prescription drugs"
80,405,"Claim: police can summon the women for questioning at any time. Context: Beijing (CNN)Chinese police on Monday released five female activists who were detained last month, family and friends of the women tell CNN. Wei Tingting, Wang Man, Zheng Churan, Li Tingting and Wu Rongrong were freed. The women will be under police surveillance for a year and have their movements and activities restricted, attorney Liang Xiaojun said. Police can summon the women for questioning at any time, he added"
125,406,"Claim: a tv legend returned to doing what he does best. Context: (CNN)For the first time in eight years, a TV legend returned to doing what he does best. Contestants told to ""come on down!"" on the April 1 edition of ""The Price Is Right"" encountered not host Drew Carey but another familiar face in charge of the proceedings. Instead, there was Bob Barker, who hosted the TV game show for 35 years before stepping down in 2007. Looking spry at 91, Barker handled the first price-guessing game of the show, the classic ""Lucky Seven,"" before turning hosting duties over to Carey, who finished up. Despite being away from the show for most of the past eight years, Barker didn't seem to miss a beat."
100,407,"Claim: the five were initially held on suspicion of ""picking quarrels and provoking trouble"". Context: Protesters in several cities have called for their release and taken to social media with the phrase ""free the five"" as a hashtag. Wang Qiushi, the lawyer for Wei, said police recommended Monday that prosecutors press charges of ""assembling a crowd to disturb public order."" Prosecutors have seven days -- until Monday -- to decide whether to pursue the charges, according to the lawyer. ""We can do nothing but wait,"" Wang said. The five were initially held on suspicion of ""picking quarrels and provoking trouble."""
98,408,"Claim: The Magpies are poised to give it the go-ahead although i have Mike Williamson suspended Roma have an interest in Davide Santon. Context: Newcastle defender Mapou Yanga-Mbiwa has agreed to join Marseille on loan with an option to make the deal permanent. The Magpies are poised to give it the go-ahead although they have Mike Williamson suspended while Roma have an interest in Davide Santon. Meanwhile, Newcastle remain keen on Pardew remain keen on QPR's Loic Remy and Alexandre Lacazette of Lyon. On the move: Newcastle defender Mapou Yanga-Mbiwa (centre) is a target for French club Marseille"
106,409,"Claim: he posted a photo showing him behind the wheel of a car with a photo. Context: He encapsulated the frustration and grief caused by a New York grand jury's decision not to indict a white police officer in the death of a black man with a simple tweet: ""This one was on film."" Now, he's stirring things up again with a series of tweets documenting three traffic stops in seven weeks. ""Stopped by the cops again wish me luck,"" he posted early Tuesday, along with a photo showing him behind the wheel of a car with what looks like blue police lights in the background."
119,410,"Claim: Check out his via Twitter below: : . Context: (EW.com) -- And the host of this year's ESPYs is .... Drake! The rapper/singer/actor/now-host will take the stage at the 2014 ESPYs to hand out awards for Excellence in Sports Performance. For a point of reference, last year's show was hosted by Jon Hamm. There's no word yet on whether Drake will rap his way through the show, but we can only hope. Check out his announcement via Twitter below: The ESPYs will air on July 16 at 9 p.m. on ESPN. See the original story at EW.com. CLICK HERE to Try 2 RISK FREE issues of Entertainment Weekly © 2011 Entertainment Weekly and Time Inc. All rights reserved."
109,411,"Claim: dillard says she has no plans to be married. Context: (CNN)The first daughter to be married from the hit reality show ""19 Kids and Counting"" has also become the first mother. People magazine reports that Jill (Duggar) Dillard gave birth Monday to a 9-pound, 10-ounce son she and husband Derick have named Israel David. Jill's parents, Jim Bob and Michelle Duggar, posted a video of the new family on their official Facebook page. The baby was a bit tardy, going past his due date by more than a week. Dillard, who is a student midwife, said she gave herself two due dates and was prepared for the wait."
108,412,"Claim: the passenger received medical attention before being released. Context: (CNN)A SkyWest Airlines flight made an emergency landing in Buffalo, New York, on Wednesday after a passenger lost consciousness, officials said. The passenger received medical attention before being released, according to Marissa Snow, spokeswoman for SkyWest. She said the airliner expects to accommodate the 75 passengers on another aircraft to their original destination -- Hartford, Connecticut -- later Wednesday afternoon. The Federal Aviation Administration initially reported a pressurization problem and said it would investigate. Snow said there was no indication of any pressurization issues, and the FAA later issued a statement that did not reference a pressurization problem."
90,413,"Claim: LONDON, England (CNN) - Commonly considered a Victorian disease, tuberculosis or, it remains a persistent global health problem. Context: LONDON, England (CNN) -- Commonly thought of as a Victorian disease, tuberculosis, or TB, remains a persistent global health problem. It is a common disease of the lung that is airborne and highly contagious. If left untreated, tuberculosis can be deadly. It is found everywhere in the world. Many myths and misconceptions abound about TB. But how much do you know about the disease? Here, CNN compiles TB's killer facts:"
111,414,"Claim: cnn's sanjay gupta looks at the history of the alfred r. murrah federal building in oklahoma city, oklahoma. Context: (CNN)A look at Oklahoma City, 20 years later. A fly-by of Pluto, 4 billion miles away. And the struggle to save the last male northern white rhino in the world. These are your best videos of the week: On April 19, 1995, the Alfred R. Murrah Federal Building in Oklahoma City, Oklahoma, was bombed by two disaffected young Americans. One hundred sixty-eight people died in the terrorist attack, including 19 children. As the 20th anniversary of the tragedy approaches, CNN captured video of the memorial that stands on the site today."
96,415,"Claim: A magnitude 6.7 earthquake rattled Papua New Guinea early Friday afternoon, , according to the U.S. Geological Survey. Context: (CNN) -- A magnitude 6.7 earthquake rattled Papua New Guinea early Friday afternoon, according to the U.S. Geological Survey. The quake was centered about 200 miles north-northeast of Port Moresby and had a depth of 28 miles. No tsunami warning was issued, according to the Tsunami Warning Center. Papua New Guinea is on the so-called Ring of Fire, an arc of fault lines circling the Pacific Basin that is prone to frequent earthquakes and volcanic eruptions."
84,416,"Claim: the fire broke out at a kentucky plant in louisville. Context: (CNN)A mammoth fire broke out Friday morning in a Kentucky industrial park, sending plumes of thick smoke over the area as authorities worked to contain the damage. The blaze began shortly before 7 a.m. at the General Electric Appliance Park in Louisville, according to Mike Weimer from the city's emergency management agency. He said that there were no reports of anyone injured or trapped. Video showed both smoke and bright orange flames."
118,417,"Claim: And we are sure that the aren't all dead. Context: President Hamid Karzai's office said in a news release that seven others were killed in eastern Nuristan and Khost provinces due to floods. The worst-hit area appears to have been the Sorubi district, located in Kabul province. Fast-moving waters washed away small villages in this area, according to community leader Malek Samad. The water destroyed a hospital and its ambulance, many shops and vehicles, not to mention wiping out hundreds of cattle. ""So far, we have been able to find the dead bodies of 13 people from the Kabul River that passes through the area,"" Samad said. ""And we are sure that the rest are all dead."""
130,418,"Claim: the draft that was auctioned is 16 pages: 237 lines of typed text. Context: McLean said. ""These are things I never had in my head for a second when I wrote the song. I was trying to capture something very ephemeral and I did, but it took a long time."" The song catapulted the former folk singer to headliner status. The song hit No. 1 in early 1972, despite its length. (The 45-rpm single split the song in half on its A and B sides.) The draft that was auctioned is 16 pages: 237 lines of manuscript and 26 lines of typed text, according to Christie's. It includes lines that didn't make the final version as well as extensive notes -- all of which should be revealing, McLean said."
86,419,"Claim: molins says ghlam was someone suspected of killing a 32-year-old woman hours earlier. Context: Paris Prosecutor Francois Molins said Ghlam asked for medical help at his home in Paris' 13th district Sunday morning, claiming he had accidentally injured himself when he mishandled a weapon. But authorities found more than a man with a gunshot wound in his thigh. Molins said Ghlam was someone suspected of killing a 32-year-old woman hours earlier and who then intended to launch a larger-scale terror attack in the near future."
102,420,"Claim: New South Wales State Police released images of the “pistol” on afternoon. Context: The 41-year-old driver, who police allege was driving on a suspended license, was taken to Bankstown Police Station where he was charged with weapons and drugs offences. He appeared in Parramatta Local Court on Saturday where he was refused bail. The man is expected to reappear in Bankstown Local Court on Monday afternoon. An image of the so-called 'pen gun' which was seized by police on Friday afternoon. NSW Police released images of the 'pen gun' on Monday. Sorry we are not currently accepting comments on this article."
82,421,"Claim: this third chapter in the grim saga will be released in the fall. Context: Now popular comic book writer Frank Miller is returning to his best-known story. DC Comics (a Time Warner company, like CNN) announced Friday the final chapter in his ""The Dark Knight Returns"" trilogy, in the form of ""The Dark Knight III: The Master Race"" (""The Dark Knight Strikes Again"" was released in 2001). This third chapter in the grim saga will be released sometime in the fall"
120,422,Claim: I are expecting bids for Holland international Ron Vlaar with Southampton keen and see Batth has a potential replacement. Context: By Simon Jones Wolves have insisted that Danny Batth is not for sale despite interest from neighbours Aston Villa. Villa are understood to be considering a £5million offer for the 23-year-old centre-half who signed a new three-and-a-half-year contract in January. They are expecting bids for Holland international Ron Vlaar with Southampton keen and see Batth has a potential replacement. Local squabble: Wolves defender Danny Batth (left) is wanted by neighbours Aston Villa Head boy: Danny Batth is vital to Wolves going forward and the club do not want to sell him Wolves head of football operations Kevin Thelwell said
88,423,"Claim: In 2006, she launched a high-end bag line, and a year later she married the famous chef Wolfgang Puck Context: (CNN) -- The Ethiopian born designer has an eye for style. She launched a line of high-end handbags in 2006 and a year later married celebrated chef Wolfgang Puck. Together the couple live in LA and have made Forbes magazine's list of ""Married celebrity entrepreneurs"". While loving the California lifestyle, she still has strong connections to Ethiopia, putting much of her energy into her charity work there."
116,424,"Claim: So perhaps it makes sense that Patti Smith's 11th album is her most energized in 2004, if not decades.. Context: (EW.com) -- The 65-year-old Priestess of Punk recently roared back into the zeitgeist thanks to her National Book Award-winning 2010 memoir, ""Just Kids."" So perhaps it makes sense that Patti Smith's 11th album is her most energized in years, if not decades. Relieved of the protest poetry of 2004's enjoyable but politically burdened ""Trampin',"" ""Banga"" feels like both a return to form and a renewal -- with Lenny Kaye's Sonic Youth-ful guitar meshing with Smith's literary lyricism the way it did when they were, well, just kids. Grade: A- See the full story at EW.com."
123,425,"Claim: Fans from all over the Internet, as well as Liverpool striker Mario Balotelli, weren't in the force to troll alongside Louis van Gaal. Context: With Manchester United's short-lived revival well and truly over, rival fans came out in force to mock Louis van__NBWS__Gaal's side -__NBWS__many of them on social media sites. A calamitous performance against__NBWS__Leicester__NBWS__City saw them concede four goals in just over 20 minutes - transforming United's 3-1 lead into a 5-3 loss. It was the first time in Premier League history that Manchester United have surrendered a two-goal lead and lost - not even David Moyes managed that! Fans from around the internet, as well as Liverpool forward Mario Balotelli, were out in force to troll Louis van Gaal's side."
100,426,"Claim: director david ayer gave us the first full look at jared leto as the joker. Context: (CNN)You can call him... Joker. We've seen a few teases so far, but on Friday night, director David Ayer gave us the first full look at Jared Leto as the Joker. The Clown Prince of Crime will appear in 2016's ""Suicide Squad,"" the first movie featuring the best-known comic book villain, where (as far as we know anyway), there is no Batman present. The Oscar winner cut his hair and shaved his face for the role, and appears to have embraced it fully."
108,427,"Claim: steve woolfenden, 3, was conscious but bleeding from the left side of his head. Context: Boston (CNN)When the bomb went off, Steve Woolfenden thought he was still standing. That was because, as he lay on the ground, he was still holding the handles of his son's stroller. He pulled back the stroller's cover and saw that his son, Leo, 3, was conscious but bleeding from the left side of his head. Woolfenden checked Leo for other injuries and thought, ""Let's get out of here."" That was before he noticed his Achilles tendon, which resembled transparent tape covered in blood, and his left tibia protruding from his boot."
101,428,"Claim: isis affiliate claimed responsibility for the attack. Context: Six people, including one civilian, were killed when a car bomb exploded near the police station in Al-Arish, capital of North Sinai, Health Ministry spokesman Hossam Abdel-Ghafar told Ahram Online. He said 40 people were injured. Ansar Beit Al-Maqdis, an ISIS affiliate, claimed responsibility for the attack, which came hours after another operation that the group also claimed. In that earlier attack, a first lieutenant, a sergeant and four conscripts were killed when their armored vehicle was attacked on the highway from Al-Arish to Sheikh Zuweid in northern Sinai, the military said."
95,429,"Claim: Ariel Crespo of CNN contributed to this report. Context: Notimex, Mexico's official news agency, reported at least 30 people were killed in the blast at a factory near Monclova -- about 125 miles (200 kilometers) northwest of Monterrey. Three Mexican reporters were among those killed, according to Notimex. Video footage showed the burned-out, mangled shell of the truck and nearby cars damaged by the blast. Aguisn said that there is no indication of foul play. The cause of the explosion is under investigation. E-mail to a friend CNN's Ariel Crespo contributed to this report."
106,430,"Claim: the blast targeted and killed at least 10 people, police said. Context: Mogadishu, Somalia (CNN)A car bomb exploded at a restaurant near the presidential palace in the heart of Somalia's capital Tuesday, killing at least 10 people, including a woman and a boy, police said. Somalia-based Islamist militant group Al-Shabaab claimed responsibility for the attack. Group spokesman Sheikh Abdiaziz Musab, speaking to pro-Al-Shabaab outlet Andalus radio, said the blast targeted and killed several Somali intelligence agents. Somali police spokesman Qasim Mohamed Roble told reporters that the car bomb killed no government official or soldier. Among the dead, he said, was a boy who shined shoes."
95,431,"Claim: the airline says it's investigating the cause of a pressurization problems. Context: Fifteen passengers were examined by medical personnel at the Buffalo airport, but no one was transported to the hospital, she said. The spokeswoman said that maintenance personnel found no indication of a pressurization problem with the aircraft, an Embraer E170, and that the airline continues to investigate the cause. An official with the National Transportation Safety Board told CNN that the agency is in communication with the FAA and SkyWest to gather information on the incident to better understand what took place."
123,432,"Claim: There were burned of students that cannot not be easily identified, ""said state police commissioner Goodluck Jonathan. Context: Jos, Nigeria (CNN) -- At least 29 students at a college in Nigeria are dead Tuesday after an attack authorities suspect was carried out by Boko Haram Islamists, according to the Nigerian military. The attackers also torched several buildings, the military said. ""There were burnt bodies of students who cannot be easily identified,"" State Police Commissioner Sanusi Rafai said. The attack happened at a federal college in Buni Yadi, near the the capital of Yobe state. It came three days after President Goodluck Jonathan sent his top military chiefs to the northeastern part of the country to try to put down the violence there."
88,433,"Claim: suspect david gaver, 28, was hit in the leg by a bullet fired. Context: (CNN)Arizona investigators have released dramatic video of a Walmart parking lot brawl that left a police officer wounded, one man dead, and reportedly involved members of a Christian family band. Enoch Gaver, 21, was killed in the fight in the town of Cottonwood, and suspect David Gaver, 28, was shot in the stomach and taken into custody. Police Sergeant Jeremy Daniels was hit in the leg by a bullet fired during the melee."
94,434,"Claim: the icc's founding rome statute was marked with a ceremony at the hague. Context: (CNN)The Palestinian Authority officially became the 123rd member of the International Criminal Court on Wednesday, a step that gives the court jurisdiction over alleged crimes in Palestinian territories. The formal accession was marked with a ceremony at The Hague, in the Netherlands, where the court is based. The Palestinians signed the ICC's founding Rome Statute in January, when they also accepted its jurisdiction over alleged crimes committed ""in the occupied Palestinian territory, including East Jerusalem, since June 13, 2014."
104,435,"Claim: the men will not face deportation, he says. Context: (CNN)Three British citizens arrested in the United Arab Emirates after they were found plane spotting near Fujairah airport are to be released Monday, their lawyer, Nasser al-Hashem, tells CNN. The three have been in jail since February 22. ""We made our defense, and the judge made the decision to drop the case,"" al-Hashem said. No charges were filed, there will be no travel ban, and the men will not face deportation, he said. Conrad Clitheroes, 54, and Gary Cooper, 45, were on a five-day visit to the UAE from Manchester when they were arrested."
