metric_type,metric_name,eval_type,data_task,model,eval_regime,fold,n_folds,fold_list,n_samples,n_unique_y_true,n_unique_y_pred,y_true_single,y_pred_single,y_true_distribution,y_pred_distribution,extra_classes_in_y_pred,score
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,7,1,[7],720,2,720,False,False,"{1: 579, 0: 141}",{'N unique: 720'},"[0.47, 0.48, 0.48, 0.49, 0.49, '...', 'N extra classes: 720']",0.49620891975648895
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,8,1,[8],624,2,624,False,False,"{1: 489, 0: 135}",{'N unique: 624'},"[0.46, 0.47, 0.46, 0.49, 0.5, '...', 'N extra classes: 624']",0.5330455199575854
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,9,1,[9],767,2,767,False,False,"{1: 583, 0: 184}",{'N unique: 767'},"[0.48, 0.49, 0.49, 0.49, 0.5, '...', 'N extra classes: 767']",0.503318666567231
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,0,1,[0],732,2,731,False,False,"{1: 607, 0: 125}",{'N unique: 731'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 731']",0.4403294892915981
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,1,1,[1],743,2,743,False,False,"{1: 620, 0: 123}",{'N unique: 743'},"[0.49, 0.49, 0.5, 0.5, 0.5, '...', 'N extra classes: 743']",0.5343430369787568
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,2,1,[2],774,2,774,False,False,"{1: 632, 0: 142}",{'N unique: 774'},"[0.48, 0.48, 0.48, 0.48, 0.49, '...', 'N extra classes: 774']",0.5050588340167588
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,3,1,[3],792,2,792,False,False,"{1: 641, 0: 151}",{'N unique: 792'},"[0.45, 0.46, 0.48, 0.47, 0.48, '...', 'N extra classes: 792']",0.5351014040561622
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,4,1,[4],780,2,780,False,False,"{1: 643, 0: 137}",{'N unique: 780'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 780']",0.5006186784120965
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,5,1,[5],792,2,792,False,False,"{1: 634, 0: 158}",{'N unique: 792'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 792']",0.44449546779539184
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,6,1,[6],803,2,803,False,False,"{1: 649, 0: 154}",{'N unique: 803'},"[0.49, 0.49, 0.5, 0.5, 0.5, '...', 'N extra classes: 803']",0.45589618393932724
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,7,1,[7],804,2,804,False,False,"{1: 636, 0: 168}",{'N unique: 804'},"[0.48, 0.49, 0.5, 0.5, 0.5, '...', 'N extra classes: 804']",0.5652890086852351
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,8,1,[8],798,2,798,False,False,"{1: 650, 0: 148}",{'N unique: 798'},"[0.46, 0.49, 0.49, 0.49, 0.5, '...', 'N extra classes: 798']",0.38038461538461543
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,9,1,[9],756,2,756,False,False,"{1: 604, 0: 152}",{'N unique: 756'},"[0.49, 0.49, 0.49, 0.5, 0.5, '...', 'N extra classes: 756']",0.4654169571279192
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,0,1,[0],120,2,120,False,False,"{1: 102, 0: 18}",{'N unique: 120'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 120']",0.4749455337690632
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,1,1,[1],120,2,120,False,False,"{1: 93, 0: 27}",{'N unique: 120'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 120']",0.5388291517323776
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,2,1,[2],108,2,108,False,False,"{1: 94, 0: 14}",{'N unique: 108'},"[0.48, 0.48, 0.49, 0.49, 0.5, '...', 'N extra classes: 108']",0.4346504559270517
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,3,1,[3],90,2,90,False,False,"{1: 72, 0: 18}",{'N unique: 90'},"[0.49, 0.49, 0.49, 0.5, 0.5, '...', 'N extra classes: 90']",0.5262345679012346
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,4,1,[4],90,2,90,False,False,"{1: 75, 0: 15}",{'N unique: 90'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 90']",0.5688888888888889
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,5,1,[5],102,2,102,False,False,"{1: 78, 0: 24}",{'N unique: 102'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 102']",0.5801282051282051
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,6,1,[6],78,2,78,False,False,"{1: 58, 0: 20}",{'N unique: 78'},"[0.49, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 78']",0.5896551724137932
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,7,1,[7],90,2,90,False,False,"{1: 71, 0: 19}",{'N unique: 90'},"[0.48, 0.5, 0.51, 0.5, 0.51, '...', 'N extra classes: 90']",0.4833209785025945
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,8,1,[8],78,2,78,False,False,"{1: 59, 0: 19}",{'N unique: 78'},"[0.49, 0.49, 0.5, 0.51, 0.51, '...', 'N extra classes: 78']",0.37912578055307766
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,9,1,[9],96,2,96,False,False,"{1: 78, 0: 18}",{'N unique: 96'},"[0.49, 0.49, 0.5, 0.5, 0.5, '...', 'N extra classes: 96']",0.6260683760683762
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,all,0,1,[0],1812,2,1809,False,False,"{1: 1537, 0: 275}",{'N unique: 1809'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 1809']",0.46607204116638085
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,all,1,1,[1],1823,2,1823,False,False,"{1: 1520, 0: 303}",{'N unique: 1823'},"[0.49, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 1823']",0.5231652770540212
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,all,2,1,[2],1745,2,1744,False,False,"{1: 1450, 0: 295}",{'N unique: 1744'},"[0.48, 0.49, 0.49, 0.5, 0.5, '...', 'N extra classes: 1744']",0.49871186440677967
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,all,3,1,[3],1602,2,1598,False,False,"{1: 1305, 0: 297}",{'N unique: 1598'},"[0.49, 0.49, 0.5, 0.5, 0.51, '...', 'N extra classes: 1598']",0.48866313195815114
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,all,4,1,[4],1590,2,1587,False,False,"{1: 1301, 0: 289}",{'N unique: 1587'},"[0.49, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 1587']",0.5020572410363069
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,all,5,1,[5],1710,2,1707,False,False,"{1: 1330, 0: 380}",{'N unique: 1707'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 1707']",0.4740106846062524
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,all,6,1,[6],1505,2,1504,False,False,"{1: 1223, 0: 282}",{'N unique: 1504'},"[0.49, 0.5, 0.49, 0.5, 0.5, '...', 'N extra classes: 1504']",0.4958174585225263
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,all,7,1,[7],1614,2,1614,False,False,"{1: 1286, 0: 328}",{'N unique: 1614'},"[0.49, 0.49, 0.51, 0.51, 0.5, '...', 'N extra classes: 1614']",0.5301369343397944
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,all,8,1,[8],1500,2,1498,False,False,"{1: 1198, 0: 302}",{'N unique: 1498'},"[0.49, 0.49, 0.51, 0.51, 0.52, '...', 'N extra classes: 1498']",0.44901823126844964
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,all,9,1,[9],1619,2,1616,False,False,"{1: 1265, 0: 354}",{'N unique: 1616'},"[0.48, 0.49, 0.49, 0.49, 0.5, '...', 'N extra classes: 1616']",0.49522453719211273
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7774,2,7766,False,False,"{1: 6319, 0: 1455}",{'N unique: 7766'},"[0.49, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 7766']",0.4978148049655514
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7774,2,7773,False,False,"{1: 6316, 0: 1458}",{'N unique: 7773'},"[0.49, 0.49, 0.49, 0.49, 0.5, '...', 'N extra classes: 7773']",0.4878394714231976
Discriminative,auroc,val,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",972,2,972,False,False,"{1: 780, 0: 192}",{'N unique: 972'},"[0.49, 0.49, 0.49, 0.49, 0.49, '...', 'N extra classes: 972']",0.5056089743589743
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,0,1,[0],1080,2,1080,False,False,"{1: 913, 0: 167}",{'N unique: 1080'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 1080']",0.4744836723048973
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,1,1,[1],971,2,970,False,False,"{1: 808, 0: 163}",{'N unique: 970'},"[0.48, 0.49, 0.49, 0.49, 0.5, '...', 'N extra classes: 970']",0.48726690153677943
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,2,1,[2],810,2,807,False,False,"{1: 668, 0: 142}",{'N unique: 807'},"[0.48, 0.49, 0.49, 0.48, 0.49, '...', 'N extra classes: 807']",0.4384119085772118
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,3,1,[3],810,2,808,False,False,"{1: 659, 0: 151}",{'N unique: 808'},"[0.46, 0.48, 0.49, 0.49, 0.48, '...', 'N extra classes: 808']",0.49884935031002214
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,4,1,[4],918,2,918,False,False,"{1: 697, 0: 221}",{'N unique: 918'},"[0.49, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 918']",0.5259126054129851
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,5,1,[5],702,2,701,False,False,"{1: 579, 0: 123}",{'N unique: 701'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 701']",0.4623404524200682
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,6,1,[6],810,2,810,False,False,"{1: 646, 0: 164}",{'N unique: 810'},"[0.49, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 810']",0.4738729895038889
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,7,1,[7],702,2,702,False,False,"{1: 549, 0: 153}",{'N unique: 702'},"[0.48, 0.49, 0.48, 0.5, 0.5, '...', 'N extra classes: 702']",0.5282331511839709
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,8,1,[8],863,2,863,False,False,"{1: 655, 0: 208}",{'N unique: 863'},"[0.45, 0.47, 0.47, 0.48, 0.47, '...', 'N extra classes: 863']",0.5180416911332942
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,9,1,[9],1080,2,1076,False,False,"{1: 936, 0: 144}",{'N unique: 1076'},"[0.49, 0.49, 0.5, 0.5, 0.5, '...', 'N extra classes: 1076']",0.522962666191833
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,0,1,[0],851,2,851,False,False,"{1: 713, 0: 138}",{'N unique: 851'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 851']",0.46446937821411877
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,1,1,[1],864,2,864,False,False,"{1: 699, 0: 165}",{'N unique: 864'},"[0.5, 0.5, 0.5, 0.49, 0.5, '...', 'N extra classes: 864']",0.47171283651970347
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,2,1,[2],882,2,882,False,False,"{1: 716, 0: 166}",{'N unique: 882'},"[0.48, 0.49, 0.49, 0.49, 0.49, '...', 'N extra classes: 882']",0.5244749949518746
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,3,1,[3],882,2,882,False,False,"{1: 722, 0: 160}",{'N unique: 882'},"[0.48, 0.48, 0.49, 0.49, 0.49, '...', 'N extra classes: 882']",0.497948407202216
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,4,1,[4],870,2,870,False,False,"{1: 700, 0: 170}",{'N unique: 870'},"[0.49, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 870']",0.5522268907563025
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,5,1,[5],893,2,893,False,False,"{1: 725, 0: 168}",{'N unique: 893'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 893']",0.5356732348111658
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,6,1,[6],882,2,882,False,False,"{1: 702, 0: 180}",{'N unique: 882'},"[0.49, 0.49, 0.49, 0.5, 0.5, '...', 'N extra classes: 882']",0.5620449509338399
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,7,1,[7],894,2,893,False,False,"{1: 715, 0: 179}",{'N unique: 893'},"[0.48, 0.49, 0.49, 0.49, 0.49, '...', 'N extra classes: 893']",0.38676407391491197
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,8,1,[8],876,2,876,False,False,"{1: 706, 0: 170}",{'N unique: 876'},"[0.44, 0.47, 0.48, 0.5, 0.5, '...', 'N extra classes: 876']",0.46763039493417763
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,9,1,[9],852,2,851,False,False,"{1: 712, 0: 140}",{'N unique: 851'},"[0.48, 0.48, 0.49, 0.49, 0.49, '...', 'N extra classes: 851']",0.5543338683788122
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,0,1,[0],120,2,120,False,False,"{1: 93, 0: 27}",{'N unique: 120'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 120']",0.4611708482676224
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,1,1,[1],108,2,108,False,False,"{1: 94, 0: 14}",{'N unique: 108'},"[0.49, 0.49, 0.49, 0.5, 0.5, '...', 'N extra classes: 108']",0.4346504559270517
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,2,1,[2],90,2,90,False,False,"{1: 72, 0: 18}",{'N unique: 90'},"[0.48, 0.5, 0.5, 0.5, 0.51, '...', 'N extra classes: 90']",0.5262345679012346
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,3,1,[3],90,2,90,False,False,"{1: 75, 0: 15}",{'N unique: 90'},"[0.48, 0.48, 0.49, 0.5, 0.5, '...', 'N extra classes: 90']",0.5688888888888889
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,4,1,[4],102,2,102,False,False,"{1: 78, 0: 24}",{'N unique: 102'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 102']",0.4198717948717948
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,5,1,[5],78,2,78,False,False,"{1: 58, 0: 20}",{'N unique: 78'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 78']",0.4103448275862069
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,6,1,[6],90,2,90,False,False,"{1: 71, 0: 19}",{'N unique: 90'},"[0.49, 0.49, 0.49, 0.5, 0.5, '...', 'N extra classes: 90']",0.4833209785025945
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,7,1,[7],78,2,78,False,False,"{1: 59, 0: 19}",{'N unique: 78'},"[0.48, 0.49, 0.5, 0.5, 0.5, '...', 'N extra classes: 78']",0.37912578055307766
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,8,1,[8],96,2,96,False,False,"{1: 78, 0: 18}",{'N unique: 96'},"[0.48, 0.49, 0.5, 0.5, 0.51, '...', 'N extra classes: 96']",0.6260683760683762
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,9,1,[9],120,2,120,False,False,"{1: 102, 0: 18}",{'N unique: 120'},"[0.48, 0.48, 0.48, 0.48, 0.49, '...', 'N extra classes: 120']",0.5250544662309369
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,all,0,1,[0],2051,2,2051,False,False,"{1: 1719, 0: 332}",{'N unique: 2051'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 2051']",0.48089040279792816
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,all,1,1,[1],1943,2,1942,False,False,"{1: 1601, 0: 342}",{'N unique: 1942'},"[0.49, 0.49, 0.5, 0.5, 0.5, '...', 'N extra classes: 1942']",0.47907375141998243
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,all,2,1,[2],1782,2,1777,False,False,"{1: 1456, 0: 326}",{'N unique: 1777'},"[0.49, 0.49, 0.49, 0.5, 0.5, '...', 'N extra classes: 1777']",0.4890857800175285
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,all,3,1,[3],1782,2,1779,False,False,"{1: 1456, 0: 326}",{'N unique: 1779'},"[0.48, 0.48, 0.48, 0.49, 0.49, '...', 'N extra classes: 1779']",0.5025555349558417
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,all,4,1,[4],1890,2,1887,False,False,"{1: 1475, 0: 415}",{'N unique: 1887'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 1887']",0.5241249744741678
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,all,5,1,[5],1673,2,1671,False,False,"{1: 1362, 0: 311}",{'N unique: 1671'},"[0.5, 0.5, 0.5, 0.5, 0.5, '...', 'N extra classes: 1671']",0.49716583801955705
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,all,6,1,[6],1782,2,1781,False,False,"{1: 1419, 0: 363}",{'N unique: 1781'},"[0.49, 0.49, 0.5, 0.5, 0.5, '...', 'N extra classes: 1781']",0.5173705146797594
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,all,7,1,[7],1674,2,1670,False,False,"{1: 1323, 0: 351}",{'N unique: 1670'},"[0.49, 0.49, 0.5, 0.5, 0.51, '...', 'N extra classes: 1670']",0.44833248272401716
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,all,8,1,[8],1835,2,1831,False,False,"{1: 1439, 0: 396}",{'N unique: 1831'},"[0.51, 0.49, 0.5, 0.5, 0.5, '...', 'N extra classes: 1831']",0.5031227844813668
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,all,9,1,[9],2052,2,2046,False,False,"{1: 1750, 0: 302}",{'N unique: 2046'},"[0.49, 0.49, 0.49, 0.49, 0.5, '...', 'N extra classes: 2046']",0.5385439924314097
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,seen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,8735,False,False,"{1: 7110, 0: 1636}",{'N unique: 8735'},"[0.48, 0.49, 0.49, 0.5, 0.5, '...', 'N extra classes: 8735']",0.49145926395895445
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_seen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,8744,False,False,"{1: 7110, 0: 1636}",{'N unique: 8744'},"[0.49, 0.49, 0.49, 0.5, 0.5, '...', 'N extra classes: 8744']",0.4962341686181865
Discriminative,auroc,test,OneStop_RC,LogisticRegressionMLArgs,unseen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",972,2,972,False,False,"{1: 780, 0: 192}",{'N unique: 972'},"[0.49, 0.49, 0.5, 0.5, 0.49, '...', 'N extra classes: 972']",0.4987179487179487
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,seen_subject_unseen_item,0,1,[0],960,2,960,False,False,"{1: 829, 0: 131}",{'N unique: 960'},"[0.44, 0.44, 0.45, 0.45, 0.47, '...', 'N extra classes: 960']",0.5209716479893922
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,seen_subject_unseen_item,1,1,[1],960,2,960,False,False,"{1: 806, 0: 154}",{'N unique: 960'},"[0.33, 0.45, 0.38, 0.45, 0.45, '...', 'N extra classes: 960']",0.5870661596468048
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,seen_subject_unseen_item,2,1,[2],863,2,863,False,False,"{1: 723, 0: 140}",{'N unique: 863'},"[0.43, 0.43, 0.45, 0.45, 0.47, '...', 'N extra classes: 863']",0.5800335901995652
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,seen_subject_unseen_item,3,1,[3],720,2,720,False,False,"{1: 592, 0: 128}",{'N unique: 720'},"[0.39, 0.39, 0.42, 0.45, 0.45, '...', 'N extra classes: 720']",0.5125501478040541
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,seen_subject_unseen_item,4,1,[4],720,2,720,False,False,"{1: 583, 0: 137}",{'N unique: 720'},"[0.41, 0.43, 0.47, 0.47, 0.48, '...', 'N extra classes: 720']",0.5488600368093551
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,seen_subject_unseen_item,5,1,[5],816,2,816,False,False,"{1: 617, 0: 199}",{'N unique: 816'},"[0.44, 0.45, 0.48, 0.42, 0.48, '...', 'N extra classes: 816']",0.5301874037936848
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,seen_subject_unseen_item,6,1,[6],624,2,624,False,False,"{1: 516, 0: 108}",{'N unique: 624'},"[0.42, 0.44, 0.45, 0.44, 0.46, '...', 'N extra classes: 624']",0.5193977892621304
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,seen_subject_unseen_item,7,1,[7],720,2,720,False,False,"{1: 580, 0: 140}",{'N unique: 720'},"[0.42, 0.47, 0.43, 0.46, 0.49, '...', 'N extra classes: 720']",0.501551724137931
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,seen_subject_unseen_item,8,1,[8],624,2,624,False,False,"{1: 488, 0: 136}",{'N unique: 624'},"[0.42, 0.44, 0.47, 0.47, 0.49, '...', 'N extra classes: 624']",0.5358154532304725
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,seen_subject_unseen_item,9,1,[9],767,2,767,False,False,"{1: 584, 0: 183}",{'N unique: 767'},"[0.41, 0.44, 0.42, 0.45, 0.45, '...', 'N extra classes: 767']",0.545278463956883
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,unseen_subject_seen_item,0,1,[0],732,2,732,False,False,"{1: 607, 0: 125}",{'N unique: 732'},"[0.39, 0.42, 0.45, 0.48, 0.49, '...', 'N extra classes: 732']",0.5596309719934103
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,unseen_subject_seen_item,1,1,[1],743,2,743,False,False,"{1: 621, 0: 122}",{'N unique: 743'},"[0.42, 0.42, 0.47, 0.49, 0.48, '...', 'N extra classes: 743']",0.5381853699743935
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,unseen_subject_seen_item,2,1,[2],774,2,774,False,False,"{1: 632, 0: 142}",{'N unique: 774'},"[0.39, 0.42, 0.44, 0.49, 0.49, '...', 'N extra classes: 774']",0.4876203423070067
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,unseen_subject_seen_item,3,1,[3],792,2,792,False,False,"{1: 641, 0: 151}",{'N unique: 792'},"[0.4, 0.41, 0.43, 0.46, 0.45, '...', 'N extra classes: 792']",0.48948765897655777
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,unseen_subject_seen_item,4,1,[4],780,2,780,False,False,"{1: 643, 0: 137}",{'N unique: 780'},"[0.41, 0.42, 0.43, 0.45, 0.43, '...', 'N extra classes: 780']",0.5657785698879568
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,unseen_subject_seen_item,5,1,[5],792,2,792,False,False,"{1: 634, 0: 158}",{'N unique: 792'},"[0.41, 0.43, 0.44, 0.44, 0.44, '...', 'N extra classes: 792']",0.4846763566665336
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,unseen_subject_seen_item,6,1,[6],803,2,803,False,False,"{1: 648, 0: 155}",{'N unique: 803'},"[0.41, 0.42, 0.48, 0.46, 0.47, '...', 'N extra classes: 803']",0.5776981282357627
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,unseen_subject_seen_item,7,1,[7],804,2,804,False,False,"{1: 637, 0: 167}",{'N unique: 804'},"[0.39, 0.39, 0.43, 0.45, 0.45, '...', 'N extra classes: 804']",0.6106468381917483
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,unseen_subject_seen_item,8,1,[8],798,2,798,False,False,"{1: 651, 0: 147}",{'N unique: 798'},"[0.43, 0.43, 0.45, 0.5, 0.5, '...', 'N extra classes: 798']",0.45302360575566625
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,unseen_subject_seen_item,9,1,[9],756,2,756,False,False,"{1: 604, 0: 152}",{'N unique: 756'},"[0.41, 0.44, 0.46, 0.47, 0.49, '...', 'N extra classes: 756']",0.5353455036598118
Discriminative,auroc,val,OneStop_RC,LogisticMeziereArgs,unseen_subject_unseen_item,0,1,[0],120,2,120,False,False,"{1: 102, 0: 18}",{'N unique: 120'},"[0.43, 0.44, 0.45, 0.46, 0.48, '...', 'N extra classes: 120']",0.5223311546840959
